,level_0,index,MIA_MHI,BOS_MHI,PHO_MHI,NY_MHI,SEA_MHI,LA_MHI,HOU_MHI,CHI_MHI
514,257,2018-06-30,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
515,546,2018-06-30,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
516,547,2018-07-31,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
517,258,2018-07-31,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
518,548,2018-08-31,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
519,259,2018-08-31,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
520,549,2018-09-30,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
521,260,2018-09-30,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
522,550,2018-10-31,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
523,261,2018-10-31,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
524,551,2018-11-30,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
525,262,2018-11-30,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
526,552,2018-12-31,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
527,263,2018-12-31,52043.0,49584.0,50424.0,63188.0,66147.0,52595.0,50437.0,51457.0
528,264,2019-01-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
529,553,2019-01-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
530,265,2019-02-28,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
531,554,2019-02-28,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
532,266,2019-03-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
533,555,2019-03-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
534,556,2019-04-30,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
535,267,2019-04-30,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
536,557,2019-05-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
537,268,2019-05-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
538,558,2019-06-30,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
539,269,2019-06-30,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
540,559,2019-07-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
541,270,2019-07-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
542,271,2019-08-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
543,560,2019-08-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
544,561,2019-09-30,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
545,272,2019-09-30,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
546,562,2019-10-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
547,273,2019-10-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
548,563,2019-11-30,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
549,274,2019-11-30,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
550,275,2019-12-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
551,564,2019-12-31,54991.0,49033.0,50785.0,65833.0,68596.0,52239.0,50924.0,50806.0
552,276,2020-01-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
553,565,2020-01-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
554,566,2020-02-29,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
555,277,2020-02-29,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
556,567,2020-03-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
557,278,2020-03-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
558,279,2020-04-30,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
559,568,2020-04-30,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
560,569,2020-05-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
561,280,2020-05-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
562,570,2020-06-30,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
563,281,2020-06-30,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
564,571,2020-07-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
565,282,2020-07-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
566,572,2020-08-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
567,283,2020-08-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
568,573,2020-09-30,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
569,284,2020-09-30,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
570,285,2020-10-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
571,574,2020-10-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
572,575,2020-11-30,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
573,286,2020-11-30,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
574,576,2020-12-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
575,287,2020-12-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
576,577,2021-01-31,59259.0,50884.0,51442.0,66739.0,68944.0,52929.0,51298.0,52160.0
577,288,2021-01-31,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
578,578,2021-02-28,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
579,579,2021-03-31,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
580,580,2021-04-30,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
581,581,2021-05-31,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
582,582,2021-06-30,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
583,583,2021-07-31,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
584,584,2021-08-31,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
585,585,2021-09-30,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
586,586,2021-10-31,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
587,587,2021-11-30,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
588,588,2021-12-31,58905.0,54164.0,52066.0,71443.0,71779.0,54443.0,52533.0,53795.0
